shipment_id,order_id,supplier_id,ship_date,estimated_delivery,actual_delivery,delivery_status,delivery_delay_days,carrier,shipping_cost
SHP-01295,ORD-00597,SUP-0130,2025-03-20,2025-03-27,,Cancelled,,DTDC,129.63
SHP-01296,ORD-00254,SUP-0099,2025-08-17,2025-08-31,,Pending,,Shadowfax,242.54
SHP-01297,ORD-01312,SUP-0076,2025-12-24,2026-01-07,,Delayed,,Shadowfax,173.07
SHP-01298,ORD-01178,SUP-0157,2024-10-23,2024-11-03,,Pending,,BlueDart,197.9
SHP-01299,ORD-00413,SUP-0164,2025-03-03,2025-03-10,,Delayed,,Xpressbees,43.46
SHP-01300,ORD-01491,SUP-0067,2025-02-16,2025-02-26,,Delayed,,Safexpress,204.67
SHP-01301,ORD-00010,SUP-0104,2025-12-04,2025-12-09,,Pending,,Safexpress,108.56
SHP-01302,ORD-00900,SUP-0196,2025-10-23,2025-10-28,,Cancelled,,BlueDart,12.78
SHP-01303,ORD-00155,SUP-0028,2025-02-10,2025-02-23,2025-02-23,Delivered,0,Xpressbees,115.3
SHP-01304,ORD-00031,SUP-0011,2024-12-15,2024-12-21,,In Transit,,BlueDart,140.87
SHP-01305,ORD-01094,SUP-0027,2024-08-14,2024-08-19,,In Transit,,Safexpress,83.13
SHP-01306,ORD-01362,SUP-0027,2024-04-08,2024-04-10,,Cancelled,,Xpressbees,103.69
SHP-01307,ORD-01108,SUP-0109,2024-01-12,2024-01-17,,In Transit,,BlueDart,136.75
SHP-01308,ORD-00245,SUP-0136,2025-09-03,2025-09-13,,In Transit,,DTDC,174.82
SHP-01309,ORD-01259,SUP-0019,2025-10-21,2025-10-26,,Pending,,Delhivery,91.63
SHP-01310,ORD-01369,SUP-0140,2024-09-03,2024-09-12,,Cancelled,,Delhivery,93.07
SHP-01311,ORD-00504,SUP-0149,2024-09-23,2024-10-08,2024-10-10,Delivered,2,DTDC,25.69
SHP-01312,ORD-01380,SUP-0129,2025-01-21,2025-01-23,,Delayed,,Xpressbees,212.28
SHP-01313,ORD-00483,SUP-0075,2025-01-24,2025-01-26,,Pending,,Xpressbees,14.28
SHP-01314,ORD-00290,SUP-0037,2025-02-24,2025-03-10,,In Transit,,Ecom Express,216.39
SHP-01315,ORD-01013,SUP-0038,2025-07-19,2025-07-23,,Cancelled,,Ecom Express,30.67
SHP-01316,ORD-01127,SUP-0110,2025-12-14,2025-12-29,,In Transit,,Safexpress,29.33
SHP-01317,ORD-00502,SUP-0017,2024-12-11,2024-12-19,2024-12-18,Delivered,-1,Delhivery,134.69
SHP-01318,ORD-00068,SUP-0123,2024-03-20,2024-04-04,,Pending,,DTDC,155.32
SHP-01319,ORD-01192,SUP-0182,2025-05-23,2025-05-31,2025-05-30,Delivered,-1,Shadowfax,221.65
SHP-01320,ORD-00132,SUP-0123,2024-02-08,2024-02-19,,Cancelled,,Safexpress,91.69
SHP-01321,ORD-00866,SUP-0096,2025-06-27,2025-07-05,,Delayed,,Delhivery,245.25
SHP-01322,ORD-00440,SUP-0196,2025-03-04,2025-03-07,,Cancelled,,Xpressbees,141.5
SHP-01323,ORD-01380,SUP-0114,2024-06-16,2024-06-22,2024-06-19,Delivered,-3,BlueDart,120.41
SHP-01324,ORD-00402,SUP-0117,2024-02-25,2024-03-08,,Cancelled,,Delhivery,231.26
SHP-01325,ORD-00405,SUP-0003,2025-08-15,2025-08-20,2025-08-26,Delivered,6,Shadowfax,223.95
SHP-01326,ORD-00318,SUP-0101,2024-01-27,2024-02-03,2024-02-10,Delivered,7,BlueDart,102.46
SHP-01327,ORD-00082,SUP-0167,2025-05-08,2025-05-20,2025-05-19,Delivered,-1,Ecom Express,125.65
SHP-01328,ORD-01052,SUP-0134,2024-11-30,2024-12-11,,Delayed,,Safexpress,135.89
SHP-01329,ORD-01085,SUP-0060,2025-09-22,2025-09-25,,In Transit,,BlueDart,118.15
SHP-01330,ORD-01092,SUP-0040,2024-04-30,2024-05-04,,Pending,,Shadowfax,197.24
SHP-01331,ORD-00425,SUP-0117,2024-06-26,2024-07-07,,In Transit,,Safexpress,171.36
SHP-01332,ORD-00672,SUP-0152,2024-09-19,2024-09-22,2024-09-23,Delivered,1,Safexpress,214.11
SHP-01333,ORD-00510,SUP-0198,2025-07-17,2025-07-26,,Pending,,Ecom Express,76.45
SHP-01334,ORD-01313,SUP-0103,2024-03-28,2024-04-07,,Cancelled,,DTDC,81.27
SHP-01335,ORD-01230,SUP-0014,2024-10-01,2024-10-11,,Delayed,,Delhivery,121.51
SHP-01336,ORD-01289,SUP-0070,2025-08-10,2025-08-23,,In Transit,,DTDC,109.98
SHP-01337,ORD-00819,SUP-0134,2025-02-24,2025-03-11,,Cancelled,,BlueDart,122.12
SHP-01338,ORD-00718,SUP-0005,2025-01-03,2025-01-15,,Pending,,Ecom Express,208.74
SHP-01339,ORD-00689,SUP-0127,2025-07-11,2025-07-21,,In Transit,,Ecom Express,14.48
SHP-01340,ORD-01024,SUP-0014,2025-04-20,2025-05-01,2025-05-07,Delivered,6,Safexpress,51.13
SHP-01341,ORD-00909,SUP-0059,2024-05-28,2024-06-09,2024-06-07,Delivered,-2,DTDC,93.83
SHP-01342,ORD-01204,SUP-0073,2025-12-24,2025-12-26,,Cancelled,,BlueDart,56.32
SHP-01343,ORD-00226,SUP-0108,2025-01-18,2025-01-29,,Delayed,,Ecom Express,9.5
SHP-01344,ORD-00100,SUP-0008,2024-03-26,2024-04-03,,Pending,,Delhivery,222.23
SHP-01345,ORD-01387,SUP-0048,2024-07-23,2024-07-30,,In Transit,,Delhivery,213.06
SHP-01346,ORD-00891,SUP-0099,2024-06-19,2024-07-03,,In Transit,,Delhivery,173.21
SHP-01347,ORD-00425,SUP-0071,2024-03-20,2024-04-02,,Delayed,,BlueDart,191.33
SHP-01348,ORD-00817,SUP-0098,2024-08-20,2024-08-23,,In Transit,,Delhivery,76.74
SHP-01349,ORD-01126,SUP-0002,2024-06-08,2024-06-11,,In Transit,,Delhivery,121.46
SHP-01350,ORD-01416,SUP-0076,2025-04-04,2025-04-15,2025-04-21,Delivered,6,Ecom Express,118.95
SHP-01351,ORD-00513,SUP-0029,2024-02-17,2024-03-02,,Pending,,Shadowfax,168.14
SHP-01352,ORD-01173,SUP-0154,2025-01-05,2025-01-15,2025-01-13,Delivered,-2,Safexpress,7.85
SHP-01353,ORD-00682,SUP-0060,2025-02-26,2025-03-12,,Delayed,,Safexpress,92.74
SHP-01354,ORD-00855,SUP-0095,2024-08-19,2024-08-30,,Pending,,Delhivery,120.6
SHP-01355,ORD-00886,SUP-0068,2024-09-01,2024-09-05,,Pending,,Delhivery,63.75
SHP-01356,ORD-00058,SUP-0135,2024-06-02,2024-06-16,,In Transit,,DTDC,190.49
SHP-01357,ORD-00981,SUP-0084,2024-04-10,2024-04-18,2024-04-21,Delivered,3,Safexpress,108.74
SHP-01358,ORD-00346,SUP-0050,2024-10-28,2024-11-01,,Cancelled,,Ecom Express,221.49
SHP-01359,ORD-00902,SUP-0171,2025-03-30,2025-04-02,,Pending,,Ecom Express,147.09
SHP-01360,ORD-00753,SUP-0050,2025-04-27,2025-05-06,2025-05-08,Delivered,2,BlueDart,36.48
SHP-01361,ORD-01016,SUP-0127,2025-11-29,2025-12-10,,Cancelled,,Safexpress,199.13
SHP-01362,ORD-00713,SUP-0081,2024-06-16,2024-06-19,,Delayed,,Shadowfax,118.82
SHP-01363,ORD-01071,SUP-0183,2025-10-01,2025-10-12,,Cancelled,,Delhivery,103.26
SHP-01364,ORD-01493,SUP-0123,2025-07-21,2025-07-24,,In Transit,,Delhivery,82.73
SHP-01365,ORD-00233,SUP-0186,2024-04-05,2024-04-11,2024-04-10,Delivered,-1,Ecom Express,33.42
SHP-01366,ORD-00600,SUP-0094,2025-12-19,2025-12-25,,Cancelled,,Ecom Express,241.71
SHP-01367,ORD-00901,SUP-0114,2024-08-10,2024-08-22,2024-08-22,Delivered,0,Delhivery,231.16
SHP-01368,ORD-00963,SUP-0175,2024-09-27,2024-10-08,2024-10-05,Delivered,-3,Xpressbees,103.56
SHP-01369,ORD-00658,SUP-0014,2024-11-13,2024-11-25,,Pending,,Shadowfax,91.21
SHP-01370,ORD-00011,SUP-0032,2024-07-15,2024-07-17,,Pending,,Safexpress,245.22
SHP-01371,ORD-00186,SUP-0119,2025-05-19,2025-05-22,,Delayed,,Delhivery,99.8
SHP-01372,ORD-00423,SUP-0173,2025-10-27,2025-10-30,2025-10-28,Delivered,-2,BlueDart,115.72
SHP-01373,ORD-01091,SUP-0162,2024-08-14,2024-08-26,2024-08-31,Delivered,5,DTDC,164.24
SHP-01374,ORD-00932,SUP-0121,2024-06-15,2024-06-20,2024-06-22,Delivered,2,Shadowfax,98.27
SHP-01375,ORD-00865,SUP-0146,2024-09-22,2024-09-24,2024-09-23,Delivered,-2,Delhivery,168.1
SHP-01376,ORD-01332,SUP-0034,2024-11-20,2024-12-05,,Pending,,DTDC,102.71
SHP-01377,ORD-00118,SUP-0039,2025-12-27,2026-01-06,,Delayed,,DTDC,76.27
SHP-01378,ORD-00252,SUP-0070,2025-03-07,2025-03-12,,Pending,,DTDC,173.68
SHP-01379,ORD-00621,SUP-0065,2025-11-07,2025-11-22,2025-11-20,Delivered,-2,Xpressbees,82.69
SHP-01380,ORD-00598,SUP-0037,2025-11-05,2025-11-13,,Delayed,,Ecom Express,227.85
SHP-01381,ORD-01082,SUP-0016,2024-05-29,2024-06-03,,In Transit,,Safexpress,109.23
SHP-01382,ORD-00602,SUP-0109,2024-05-09,2024-05-23,2024-05-21,Delivered,-2,Shadowfax,69.12
SHP-01383,ORD-00113,SUP-0153,2024-08-17,2024-08-31,,Cancelled,,DTDC,90.19
SHP-01384,ORD-01286,SUP-0039,2025-12-19,2025-12-30,,Pending,,BlueDart,73.37
SHP-01385,ORD-01412,SUP-0038,2025-03-08,2025-03-15,,Delayed,,Delhivery,212.15
SHP-01386,ORD-01015,SUP-0084,2024-10-20,2024-10-26,,Delayed,,BlueDart,191.51
SHP-01387,ORD-00479,SUP-0070,2024-04-10,2024-04-24,,Delayed,,Shadowfax,199.17
SHP-01388,ORD-00020,SUP-0166,2025-03-16,2025-03-30,2025-04-01,Delivered,2,DTDC,75.56
SHP-01389,ORD-00197,SUP-0168,2025-12-08,2025-12-17,,In Transit,,Delhivery,233.18
SHP-01390,ORD-01315,SUP-0109,2025-11-21,2025-12-03,,Pending,,Safexpress,221.78
SHP-01391,ORD-00496,SUP-0004,2025-10-09,2025-10-23,2025-10-30,Delivered,7,Xpressbees,138.11
SHP-01392,ORD-01401,SUP-0110,2024-02-16,2024-02-26,,Delayed,,Shadowfax,209.72
SHP-01393,ORD-00658,SUP-0029,2025-04-08,2025-04-10,,Delayed,,Shadowfax,201.18
SHP-01394,ORD-01080,SUP-0179,2024-08-20,2024-08-26,2024-08-24,Delivered,-2,Safexpress,84.06
SHP-01395,ORD-00570,SUP-0079,2025-10-16,2025-10-25,,Pending,,DTDC,127.09
SHP-01396,ORD-00488,SUP-0168,2024-09-30,2024-10-07,,In Transit,,DTDC,164.99
SHP-01397,ORD-01247,SUP-0195,2025-04-25,2025-05-03,,In Transit,,Shadowfax,122.06
SHP-01398,ORD-00193,SUP-0198,2025-11-11,2025-11-21,,Delayed,,Ecom Express,43.28
SHP-01399,ORD-00744,SUP-0082,2024-09-04,2024-09-16,2024-09-20,Delivered,4,Delhivery,67.26
SHP-01400,ORD-00009,SUP-0005,2025-07-31,2025-08-09,,In Transit,,Delhivery,228.42
SHP-01401,ORD-00237,SUP-0102,2025-06-14,2025-06-25,,Pending,,Shadowfax,145.21
SHP-01402,ORD-00917,SUP-0092,2024-10-02,2024-10-15,2024-10-21,Delivered,6,BlueDart,143.34
SHP-01403,ORD-00671,SUP-0154,2025-11-03,2025-11-05,,Pending,,Ecom Express,123.36
SHP-01404,ORD-01169,SUP-0136,2024-06-05,2024-06-08,,Cancelled,,Ecom Express,114.49
SHP-01405,ORD-00314,SUP-0013,2025-02-03,2025-02-13,,Delayed,,Xpressbees,236.85
SHP-01406,ORD-01242,SUP-0020,2025-09-12,2025-09-18,,In Transit,,Xpressbees,235.28
SHP-01407,ORD-00195,SUP-0069,2024-04-02,2024-04-09,,Cancelled,,Delhivery,204.06
SHP-01408,ORD-01477,SUP-0190,2025-10-13,2025-10-17,,Delayed,,Xpressbees,130.64
SHP-01409,ORD-01253,SUP-0189,2024-01-27,2024-02-06,,Cancelled,,Safexpress,165.75
SHP-01410,ORD-00807,SUP-0196,2025-05-29,2025-06-01,,In Transit,,Delhivery,41.77
SHP-01411,ORD-01368,SUP-0086,2024-04-30,2024-05-11,,Delayed,,Shadowfax,39.19
SHP-01412,ORD-01136,SUP-0062,2024-06-01,2024-06-06,,In Transit,,Delhivery,50.42
SHP-01413,ORD-00800,SUP-0089,2025-05-12,2025-05-16,,Delayed,,Delhivery,207.02
SHP-01414,ORD-01451,SUP-0089,2024-08-07,2024-08-22,,Cancelled,,DTDC,223.52
SHP-01415,ORD-00253,SUP-0118,2025-03-10,2025-03-23,,In Transit,,Safexpress,33.45
SHP-01416,ORD-00535,SUP-0045,2024-04-04,2024-04-10,,In Transit,,Xpressbees,164.91
SHP-01417,ORD-01013,SUP-0081,2024-07-12,2024-07-17,,In Transit,,Safexpress,125.51
SHP-01418,ORD-01433,SUP-0026,2025-05-16,2025-05-20,,Pending,,Safexpress,224.49
SHP-01419,ORD-01480,SUP-0048,2024-06-03,2024-06-14,2024-06-15,Delivered,1,Delhivery,112.63
SHP-01420,ORD-00489,SUP-0095,2025-05-07,2025-05-10,,Pending,,Safexpress,129.51
SHP-01421,ORD-00135,SUP-0037,2025-09-24,2025-09-30,,Cancelled,,Ecom Express,17.35
SHP-01422,ORD-01357,SUP-0170,2024-12-03,2024-12-07,,Cancelled,,DTDC,199.43
SHP-01423,ORD-00464,SUP-0094,2025-10-18,2025-11-02,2025-11-08,Delivered,6,Ecom Express,173.83
SHP-01424,ORD-01401,SUP-0156,2025-07-14,2025-07-23,,Delayed,,DTDC,242.1
SHP-01425,ORD-01243,SUP-0172,2024-08-17,2024-08-23,,Delayed,,DTDC,49.62
SHP-01426,ORD-00432,SUP-0117,2025-04-16,2025-04-23,,Cancelled,,BlueDart,59.52
SHP-01427,ORD-01478,SUP-0019,2025-10-03,2025-10-11,2025-10-18,Delivered,7,BlueDart,147.83
SHP-01428,ORD-00175,SUP-0027,2024-09-02,2024-09-05,,Pending,,Safexpress,222.6
SHP-01429,ORD-00151,SUP-0028,2024-09-02,2024-09-04,,In Transit,,Delhivery,121.48
SHP-01430,ORD-00385,SUP-0104,2025-01-16,2025-01-20,2025-01-21,Delivered,1,Shadowfax,73.34
SHP-01431,ORD-01076,SUP-0036,2024-10-22,2024-10-26,2024-10-26,Delivered,0,DTDC,183.67
SHP-01432,ORD-00372,SUP-0143,2024-08-21,2024-08-23,,In Transit,,Xpressbees,197.41
SHP-01433,ORD-01073,SUP-0197,2024-11-25,2024-11-27,,Delayed,,DTDC,192.21
SHP-01434,ORD-01179,SUP-0027,2024-11-07,2024-11-18,,In Transit,,BlueDart,122.61
SHP-01435,ORD-01079,SUP-0133,2024-12-27,2025-01-05,,Cancelled,,BlueDart,122.53
SHP-01436,ORD-00348,SUP-0109,2024-05-06,2024-05-09,,In Transit,,DTDC,236.85
SHP-01437,ORD-01135,SUP-0167,2024-07-09,2024-07-17,,In Transit,,Delhivery,131.39
SHP-01438,ORD-01265,SUP-0018,2025-09-02,2025-09-11,,In Transit,,Ecom Express,31.14
SHP-01439,ORD-00475,SUP-0140,2024-03-17,2024-04-01,,Delayed,,Ecom Express,71.14
SHP-01440,ORD-01226,SUP-0198,2025-07-11,2025-07-25,,Cancelled,,DTDC,65.36
SHP-01441,ORD-00007,SUP-0072,2024-07-21,2024-08-02,,Delayed,,Safexpress,112.23
SHP-01442,ORD-00474,SUP-0054,2025-07-10,2025-07-13,2025-07-13,Delivered,0,Xpressbees,19.99
SHP-01443,ORD-00513,SUP-0044,2025-08-11,2025-08-19,,Pending,,Ecom Express,211.37
SHP-01444,ORD-00642,SUP-0004,2024-11-11,2024-11-20,2024-11-24,Delivered,4,Delhivery,83.61
SHP-01445,ORD-00477,SUP-0130,2024-12-30,2025-01-11,,Pending,,Shadowfax,36.89
SHP-01446,ORD-00419,SUP-0026,2024-09-27,2024-10-10,,Cancelled,,Safexpress,35.46
SHP-01447,ORD-01047,SUP-0046,2024-01-29,2024-02-12,,Cancelled,,Shadowfax,164.72
SHP-01448,ORD-00476,SUP-0035,2025-06-13,2025-06-15,,Pending,,Safexpress,228.12
SHP-01449,ORD-00575,SUP-0142,2025-05-18,2025-05-29,,Delayed,,DTDC,45.66
SHP-01450,ORD-00698,SUP-0091,2025-06-11,2025-06-24,,Delayed,,BlueDart,118.8
SHP-01451,ORD-00761,SUP-0083,2025-03-12,2025-03-15,,Pending,,DTDC,202.68
SHP-01452,ORD-00481,SUP-0098,2024-08-09,2024-08-18,2024-08-15,Delivered,-3,Xpressbees,106.94
SHP-01453,ORD-01011,SUP-0196,2024-03-03,2024-03-08,,Delayed,,BlueDart,27.2
SHP-01454,ORD-01174,SUP-0024,2024-03-11,2024-03-24,,Delayed,,Delhivery,247.36
SHP-01455,ORD-01209,SUP-0057,2024-12-06,2024-12-19,,Pending,,Delhivery,150.77
SHP-01456,ORD-01004,SUP-0066,2024-07-29,2024-08-13,2024-08-13,Delivered,0,Safexpress,18.98
SHP-01457,ORD-00999,SUP-0120,2025-05-19,2025-05-22,,Cancelled,,Delhivery,194.62
SHP-01458,ORD-00441,SUP-0167,2025-05-12,2025-05-24,,Cancelled,,BlueDart,11.73
SHP-01459,ORD-00200,SUP-0014,2025-07-05,2025-07-09,,Cancelled,,Delhivery,75.26
SHP-01460,ORD-00760,SUP-0123,2025-06-13,2025-06-15,,In Transit,,BlueDart,202.58
SHP-01461,ORD-00802,SUP-0178,2024-07-05,2024-07-14,,Pending,,Ecom Express,36.11
SHP-01462,ORD-00884,SUP-0063,2025-07-26,2025-08-04,,Pending,,BlueDart,93.25
SHP-01463,ORD-00658,SUP-0035,2024-03-03,2024-03-10,,Delayed,,Shadowfax,166.84
SHP-01464,ORD-00050,SUP-0113,2024-12-09,2024-12-17,,In Transit,,Shadowfax,160.76
SHP-01465,ORD-00265,SUP-0192,2024-01-25,2024-01-29,,Delayed,,Safexpress,13.38
SHP-01466,ORD-00708,SUP-0170,2025-05-03,2025-05-18,,Cancelled,,Shadowfax,10.56
SHP-01467,ORD-00480,SUP-0138,2024-11-17,2024-11-19,,Pending,,Delhivery,144.25
SHP-01468,ORD-00849,SUP-0083,2025-07-06,2025-07-12,,Pending,,Xpressbees,85.03
SHP-01469,ORD-01442,SUP-0021,2025-04-02,2025-04-16,,Cancelled,,DTDC,183.64
SHP-01470,ORD-00540,SUP-0081,2024-10-28,2024-10-30,,In Transit,,Ecom Express,18.61
SHP-01471,ORD-01303,SUP-0084,2025-01-05,2025-01-12,2025-01-19,Delivered,7,Xpressbees,123.66
SHP-01472,ORD-00575,SUP-0045,2024-01-10,2024-01-24,,Cancelled,,Delhivery,33.68
SHP-01473,ORD-00807,SUP-0081,2025-10-23,2025-11-06,,Delayed,,Shadowfax,185.4
SHP-01474,ORD-01392,SUP-0058,2024-09-05,2024-09-07,2024-09-06,Delivered,-2,Ecom Express,216.7
SHP-01475,ORD-00161,SUP-0138,2024-11-06,2024-11-13,2024-11-20,Delivered,7,Delhivery,99.96
SHP-01476,ORD-00981,SUP-0066,2024-01-20,2024-01-23,,Cancelled,,DTDC,197.37
SHP-01477,ORD-00888,SUP-0066,2025-01-02,2025-01-12,,Pending,,Delhivery,244.19
SHP-01478,ORD-00028,SUP-0006,2024-02-11,2024-02-13,,Pending,,Ecom Express,179.74
SHP-01479,ORD-00522,SUP-0119,2025-01-02,2025-01-13,,Pending,,Xpressbees,134.46
SHP-01480,ORD-00433,SUP-0113,2024-10-29,2024-11-12,,Cancelled,,Ecom Express,46.75
SHP-01481,ORD-00833,SUP-0149,2024-01-20,2024-01-30,,Pending,,Shadowfax,39.78
SHP-01482,ORD-00578,SUP-0081,2025-02-09,2025-02-13,,Delayed,,Xpressbees,108.4
SHP-01483,ORD-00171,SUP-0179,2024-07-16,2024-07-18,,Cancelled,,Xpressbees,152.6
SHP-01484,ORD-00163,SUP-0044,2024-04-01,2024-04-04,,Cancelled,,Safexpress,223.65
SHP-01485,ORD-00787,SUP-0169,2024-12-27,2025-01-08,,In Transit,,Ecom Express,19.67
SHP-01486,ORD-01383,SUP-0085,2024-04-30,2024-05-11,,Pending,,Shadowfax,10.51
SHP-01487,ORD-00493,SUP-0113,2024-04-21,2024-04-23,,Pending,,DTDC,210.35
SHP-01488,ORD-00145,SUP-0162,2025-05-24,2025-05-27,,Pending,,Xpressbees,172.52
SHP-01489,ORD-00986,SUP-0198,2025-05-10,2025-05-15,,Delayed,,DTDC,204.6
SHP-01490,ORD-01282,SUP-0041,2024-02-10,2024-02-24,,In Transit,,Safexpress,65.64
SHP-01491,ORD-01196,SUP-0015,2025-04-14,2025-04-23,,Delayed,,BlueDart,93.74
SHP-01492,ORD-00770,SUP-0066,2024-04-12,2024-04-22,,Delayed,,Ecom Express,73.13
SHP-01493,ORD-01216,SUP-0195,2025-03-05,2025-03-12,,Pending,,Safexpress,128.74
SHP-01494,ORD-00369,SUP-0171,2024-09-14,2024-09-17,,Pending,,Shadowfax,60.84
SHP-01495,ORD-01042,SUP-0114,2024-03-09,2024-03-24,2024-03-24,Delivered,0,Safexpress,36.11
SHP-01496,ORD-01399,SUP-0127,2025-11-28,2025-12-12,,Pending,,Safexpress,150.95
SHP-01497,ORD-01455,SUP-0192,2024-06-09,2024-06-18,,Cancelled,,Safexpress,84.53
SHP-01498,ORD-01177,SUP-0077,2024-04-04,2024-04-19,,Pending,,Shadowfax,227.82
SHP-01499,ORD-01179,SUP-0170,2024-11-09,2024-11-11,2024-11-17,Delivered,6,Ecom Express,99.2
SHP-01500,ORD-01115,SUP-0149,2024-09-18,2024-09-23,,Delayed,,BlueDart,162.87
